Tweet,Location,URL
"Así como me ven de mamona, le ando llevando sopita de munición al Niño que me gusta a su trabajo ????","Atlacomulco, México",https://twitter.com/user/status/1390422857465974785
"Así como negar la identidad de personas trans es violencia, negar la identidad de cualquier persona también lo es. Buenas tardes, feliz domingo.??",México,https://twitter.com/ValuRulu/status/1399058264382488582
"Así me pasó a mí con mi abuela paterna también, cuando me vine a estudiar fuera y pasé a despedirme de ella y lloró y me quedé como de aah mi abue si me quiere jajaja","Sinaloa, México",https://twitter.com/user/status/1398502132286996480
Ay ay ay ya vacunaron a mí mamá... Otra vez.,"Coyoacán, Distrito Federal",https://twitter.com/user/status/1392131326946463750
Ay me cagan los morros de mi clase neta csm pinches morros pendejos,"Zapopan, Jalisco",https://twitter.com/user/status/1389674113510293512
"Ay onvrez, nos vale verga su opinión? Sip, nos vale verga su opinión ?? https://t.co/YZeHC6woOj","Guadalajara, Jalisco",https://twitter.com/user/status/1393372484259532803
"Ayer confirmé que real no me gusta ponerme peda, la sensación, la cruda, no me agrada en absoluto, ya ni aguanto la peda la vdd.",Estado de México.,https://twitter.com/user/status/1388933662968881155
Bad Bunny es el puto amo.,Mexico,https://twitter.com/user/status/1393939231110803458
bad bunny te amo gracias x existir,Mexico,https://twitter.com/user/status/1394446098195001349
"Basta con subirse a un avión, ahí ya se puede apreciar como se curva el horizonte. No creo que sea creencia. Si hay curiosidad,podemos encontrar la explicación a muchas cosa.Lo de creencia y confianza suena a religión, y eso me chirría mucho.Ademas, nunca se les haría de noche!",México,https://twitter.com/javichere/status/1398904129666301958
Besties hoy ando muy tonta??,"Veracruz, Veracruz ",https://twitter.com/user/status/1399150782805688326
"Bien pinche crudo, jajajaja, leo sus sugerencias para curarme","Tehuacán, Puebla",https://twitter.com/user/status/1399023845101682690
"Bifobia internalizada, presenta: He tenido crushes gigantes y relaciones de meses con personas que no son vatos, y de repente me sigo preguntando si no en realidad ""sólo quiero llamar la atención” .",Mexico,https://twitter.com/copyNinja__/status/997678082407436288
"Bro es normal q te cague una persona, pero tampoco tienes q llegar al punto de insultarla o decirle que se muera su mamá eso se me hace algo muy enfermo:/","Monterrey, Nuevo León",https://twitter.com/user/status/1392946253877714952
"Buenísima, me gusta mucho. Muchas gracias, pero solo deberías usar tus canciones, para decir las palabras que no podrías decir de otra manera! You're All I Want es otra de mis favoritas de Cigarettes After Sex","Monterrey, Nuevo León",https://twitter.com/user/status/1388763904277364737
Bueno hoy estoy enojada x un equipo de la fregada y feliz por que mi amigui si escucho mis audios motivacionales diciendo que se merece más y tomo valor para decirle a la q le gusta lo q siente,"Pachuca de Soto, Hidalgo",https://twitter.com/user/status/1389091971054985216
"Buenos y campeones días, mis chingones. ??",Mexico City,https://twitter.com/user/status/1399364402508353541
"cada vez que alguien subestime a algún emprendimiento les voy a mandar el excel que me armo mi contadora ?? proveedores, costos, ganancias ??",Mexico,https://twitter.com/user/status/1399151222414888964
"cada vez que encuentre que pasó ayer en la tele la voy a ver? si, siempre",Mexico,https://twitter.com/user/status/1399151289318129667
Cadena de oracion para que el manos guangas se vaya a chingar su madre @hugo_gonzalez1,"Monterrey, Mexico",https://twitter.com/user/status/1386176957298085889
calladita te ves más bonita??,Mexico,https://twitter.com/melbaaarrios/status/1391601103754522625
"Canelo solo lo hizo para salvar su asqueroso trabajo de años pasados. Él y otros son los que se deberían ir del equipo por huevones. Tristemente, sí lo van a renovar, y cuando sea así, otra vez a la hamaca a los que no nos gusta su título de goleo de mentira lo sabemos.","Toluca, México",https://twitter.com/user/status/1389256613740089344
"cansada de los hombres, pero no d la vrg","Guaymas, Sonora",https://twitter.com/user/status/1398829838614491139
Casi con ganas de decirle “DUDE ME MAMA JUGAR CON LA COMIDA ANTES DE COMERMELA” amonooooooooos con perra puta alturaaaaaaa,"Puebla, México",https://twitter.com/user/status/1393468269563154433
"Cc uno dice ""Es que estoy bien gorda"" y te dicen ""pero estás bien bonita"" y uno dice ""dije gorda, no fea >:(""","Hidalgo, México",https://twitter.com/TarciiC/status/1396846858060894216
"Chale! Ni a los tamaulipecos nos gusta ir a Reynosa ! Por lo de los poderes, viniendo la amenaza de Monreal, chance y al rato el payaso mayor lo contradice.","Tampico, Tamaulipas",https://twitter.com/user/status/1389372191834218497
"Chiquitita pero grandota, en la uni buenas notaaass, nina buena se le nota ",México,https://twitter.com/im_lezliee/status/1395417634850709507
Cinthia. 21 años. Madre soltera. Esta mañana su mamá dio una entrevista para exigir apoyo de las autoridades. Después fue al lu,"Puebla, México",https://twitter.com/user/status/1392985829396594692
Claro que me gusta que me compren cosas jajajaja a quien no? Y eso no me hace interesada,"Monterrey, México.",https://twitter.com/user/status/1388669251800666112
"Claro que voy a estrenar mi airfryer haciendo alitas, cómo de que no",Mexico,https://twitter.com/user/status/1399147481917755398
Cobro y me voy directo a tatuar las costillas,Mexico,https://twitter.com/user/status/1399147215994687489
Como chingan los de #Bancopeel ¡ya les dije que no quiero su verguiada tarjeta de crédito! El día que necesite una puta tarjeta yo solito voy al puto banco y la solicito ¡CHINGADA MADRE!,"Teocaltiche, Jalisco",https://twitter.com/user/status/1389231093556068357
Como chingan marcándome para cobrar una puta cuenta que ni es mía,"Hermosillo, Sonora",https://twitter.com/user/status/1390101090201387012
Cómo es que hay niñas tan bonitas y tú te fijas en mí¿,México,https://twitter.com/EstupiNaraa/status/1375618862432055303
Como hay vatos que para llamar la atención andan de bocones,"Monterrey, Nuevo León",https://twitter.com/amleyvar/status/1205347777624104962
Como le encanta a la gente mediocre estar criticando a personas que ni en la vida las hacen jsjaj,"Culiacán, Sinaloa",https://twitter.com/user/status/1386565867773652995
Cómo le explicas a los provida que este pedo no es en contra de los bebés y embarazos del mundo. Es sobre la maternidad DESEADA PENDEJA!!! me cagan todos alv,"Nuevo León, México",https://twitter.com/user/status/1389323071098609665
como les encanta encargar trabajos a lo idiota,"Nuevo León, México",https://twitter.com/user/status/1387780402048163844
como les espanta a algunos hombres las mujeres con seguridad y liderazgo,México,https://twitter.com/user/status/1399043593889665025
Como les mama hacer preguntas pendejas en clases al chile,"Monterrey, Nuevo León",https://twitter.com/user/status/1392872857625972740
"Cómo maman con lo del baile del tiktok en el antro, pinches únicos y originales si buen que se mueren por andar haciendo el baile.","Toluca, México",https://twitter.com/user/status/1391857060334084097
Cómo maman la verga estos pinches pseudo periodistas. https://t.co/KVMRuWTF5t,"Guadalajara, Jalisco",https://twitter.com/user/status/1391615006253490176
"Como me caga cuando le faltan el respeto al trabajo de los artistas Bro si no te gusta pues tu pedo, no a todos nos gusta lo mismo, cero necesidad de calificar cosas pedazo de cagada",Mexico,https://twitter.com/user/status/1387986507445768192
"Como me cagan las personas que andan diciendo ""hay que vibrar igual"" / ""deja vibrar a las personas"" / ""siento tu vibra bro"" que es esa mamada??? Son idiotas o que?? Pinches generaciones pendejas....","Benito Juárez, Quintana Roo",https://twitter.com/user/status/1388100694784319488
"Como me cagan los pinches motociclistas, le quieren pegar a la mamada y no valen verga https://t.co/62uMlSG1gd",Mexico,https://twitter.com/user/status/1389018319488000006
"Como me cagas Walt, ahora van a matar al pobre Hank por tu culpa, pinche calvo pendejo.","Tláhuac, Distrito Federal",https://twitter.com/user/status/1387940278108139524
Cómo me gusta la cebolla cruda.,Río de la Plata,https://twitter.com/user/status/1390122007392571394
Como me gustan los hombres que barbaro,"Cajeme, Sonora",https://twitter.com/user/status/1399145717323730946
Como me mama esa mujer,"??Tabasco, México",https://twitter.com/user/status/1392768215726624773
cómo me pinches encanta consentir a mi morra,"Guanajuato, México",https://twitter.com/user/status/1388325724570988544
como que voy a comenzar la cursada de una materia que yo misma me inscribí???,Mexico,https://twitter.com/user/status/1399147161045147648
"Cómo que ya se están ganando su receta los indigentes no creen !? Luego dicen que por qué los andan matando, pues ya son una puta plaga y muchos son adictos ya piratas que les vale matar gente inocente, el kriko está dejando a mucho pendejo así de piratas",GDL JALISCO,https://twitter.com/user/status/1387957880012292097
"Con ésto, espero ya despierten, no sigan adormilados por sus putas becas piteras, dádivas de limosnero, el gobierno tambalea y ahora sí, viene lo peor para ellos. Perdona las groserías amigo, pero me caga y molesta cómo tienen a México.",Ciudad de México,https://twitter.com/user/status/1389450032898789378
Con la espuela en la bota y el corazon en la mano con orgullo les digo soy mujer de a caballo.,"Cerro Azul, Veracruz",https://twitter.com/maviveit/status/197893117423255555
Consiente HOY a mamá con unas tostadas de camarón fáciles y deliciosas... #DiaDeLasMadres #10demayo2021 https://t.co/FvRpouwuTm,Ciudad de México,https://twitter.com/user/status/1391754606775046146
Contenido importante ,Mexico,https://twitter.com/CigarrosDeMiel/status/1391835508393795584
Contigo voy hasta el fin del fin a favor del viento.,Mexico,https://twitter.com/user/status/1399151281835495426
créanme que ya cualquier cosa que hagamos las mujeres no es para llamar la atención y menos de los vatos jajajajaaaajajajajajajaj,Acapulco,https://twitter.com/fat_hersan/status/1307073443444260865
Creo que fabulosa,Mexico,https://twitter.com/CigarrosDeMiel/status/1393349171814584320
"Cuando empecé a ir a terapia, mi psicóloga me dijo ""qué bueno que te animaste a venir y no caíste en los life coaches y en esa gente que te quiere sanar con aceites esenciales"", empecé a leer sobre esos life coach y sigo sin creer el negociazo que hacen con la vulnerabilidad.",Veracruz,https://twitter.com/user/status/1399156986688724995
Cuando los vatos escriben con un chingo de emojis automáticamente me dejan de llamar la atención jejeje:)),Tecate,https://twitter.com/vitelaaaaaa/status/1306012697885118464
"Cuando me da flojera, dejo a mi perrita manejar.","Solidaridad, Quintana Roo",https://twitter.com/IsraelGlezL/status/1287022328652738571
"Cuando mi mamá entraba a nuestro cuarto : "" parecen puercos, entre más basura arriman , más calientes duermen ""frase de doña Lupita ! # ellastudn",Mexico,https://twitter.com/user/status/1391929084364660736
"Cuando ves @AztecaSiete ¿lo haces por que te gusta ver comerciales a lo bestia?

Es para una tarea...","Distrito Federal, México",https://twitter.com/user/status/1388678196380450816
cuando voy a maduraaar,Mexico,https://twitter.com/user/status/1399151282707963904
Cuanta feria les gusta que se gaste en las pendejas campañas políticas cada que va a haber elecciones? Pinche tiradero de dinero solo para competir por un pendejo puesto político y claro sueldo de político. Me cagan la madre.,"Jalisco, México",https://twitter.com/user/status/1389641268188401666
De las razones por las cuales no me gusta comprarle a mi prima es por que ni me a entregado nada pero ya me está cobrando. ??,"Mexico ,PUEBLA.",https://twitter.com/user/status/1388615615238266884
"De ninguna manera. Mi bisabuela paterna fue partera, sin duda tienen mucho que aportar ambos enfoques, el negarlo no aporta nada.",Zacatecas,https://twitter.com/user/status/1398077073986670593
"De por si es una mierda el daño ecológico que causan los NFT, pero además el daño estético, por dios, no vale la pena matar al planeta por cosas tan pinches feas.",D.F.,https://twitter.com/user/status/1387925947874226177
"De tres intentos de extorsión, de n cantidad de llamadas a mi mamá diciendo que habían levantado a su hija... Que preguntas tan estúpidas hace la gente ",México D.F.,https://twitter.com/user/status/1392545436225970176
"de vdd las campañas publicitarias del 10 de mayo de este año dijeron “pues tu mamá no te entiende, ni te escucha, es anticuada y hasta cierto punto tonta, pero es tu mamá. feliz dia de las madres, compra nuestros productos ”","qro, mx",https://twitter.com/user/status/1391922603217068035
De verdad que estoy en shock de lo preciosa que eres,Mexico,https://twitter.com/CigarrosDeMiel/status/1394033557807452160
"De verdad que no hay nada que me moleste más, que ver a mi mamá siempre desperdiciando la perra agua. Y todavía se enoja porque la regaño, y juro que no me canso de hacerlo pero juro también que ella no entiende, no hace caso y lo sigue haciendo. Que coraje.","Monterrey, Nuevo León",https://twitter.com/user/status/1392089747196108804
"Deja de decir p3nd3j4d4s, por favor, yo no me baso en regalos de nadie para hablar bien o mal de alguna producción, ni tampoco si me cae bien o mal el productor o a que televisora pertenezca, hablo como publico y no como fanático que ve telenovelas, o me gusta o no y lo digo.",México D.F.,https://twitter.com/user/status/1389684203411890179
"dejen de darle explicaciones a lo vatos del movimiento feminista, como si les importara, solo quieren llamar la atención ajjajaja",monterrey,https://twitter.com/vane3465/status/1312881956678500354
Del divorcio no tengo miedo pero de embarazarme de alguien que no quiero y que no me quiere MADRE MÍA,Mexico,https://twitter.com/ayiipalacios/status/1391988699596996608
Descubrí un producto de limpieza que me acaba de cambiar la vida uwu soy la señora más feliz ???,"Cancun, Mexico",https://twitter.com/user/status/1399877538667769868
"Desde hace unas semanas el perreo corre fuerte por mis venas, le hago hoyos al piso ??",Mexico,https://twitter.com/user/status/1398718922568896512
"desde que mi psiquiatra y yo empezamos a hablar de tda y que me confirmó el diagnóstico hay un montón de cosas en mi vida que han tenido sentido, más allá de poner o no atención, cosas por las que me sentía culpable y tonta y ahora es como ","Guadalajara, Jalisco",https://twitter.com/user/status/1399159264422281225
"Desperté bien crudo, sin dinero y con un chingo de hambre","Tamaulipas, México",https://twitter.com/user/status/1399092004613668865
"Díganle que me gusta un chingo, porque yo le voy a caer gorda por decírselo tanto ??",DF,https://twitter.com/user/status/1390378994005065737
Díganme boomer pero sus pinches apps para pedir comida como Uber Eats son una puta mierda y más que nada son los tiempos de entrega los que me cagan.,"Guadalajara, Jalisco",https://twitter.com/user/status/1388542874778836993
Dile a Xama que se veía bonita cuando la arrestaron jajajaja pinche bandita se la mama ??,"Hidalgo, México",https://twitter.com/Xamanek_20/status/1282012183346503684
Donde? Yo jalo,México,https://twitter.com/__tangtz/status/1393652584464924672
"Dulce María se siente muy orgullosa con su maternidad y sin duda es una mamá ejemplar ??
https://t.co/brtBCNOk3x","Guadalajara, Jal.",https://twitter.com/user/status/1393370672961839106
"El #bullying es el reflejo de la violencia que viven niñas, niños y adolescentes en su día a día. Su prevención y atención es obligación de las autoridades escolares, las familias y la comunidad. Infórmate ",Sinaloa,https://twitter.com/user/status/1397917268256825346
EL DIALOGO CON EL MALANDRO Q IBA A MATAR LA SRA EN CARACAS Y Q DESPUES ELLOS LE DIERON UN TIRO AL DELINCUENTE DELANTE DE LA GENTE Q ESTABA AHI INMORAL,San Cristobal,https://twitter.com/user/status/1387134937430695938
El domingo las niñas van a jugar al hospital.  https://t.co/dtqbP7Gtpw,"Guadalajara, Jalisco",https://twitter.com/user/status/1399013474991284234
"El evento de Somos Deporte fue todo un éxito, más de sesenta niños y niñas vinieron a disfrutar de una mañana de rugby y diversión con nosotros. ¡¡ARRIBA CRG!! ¡¡AU, AU, AU!! #RugbyMadrid #NuestroRugby Patrocinadores: ",Guadalajara,https://twitter.com/user/status/1399092077607149571
El futbolista es naco y estupido por naturaleza jajajaja,México,https://twitter.com/FernandoRiv99/status/1397260416301080581
"El ínfimo nivel de nuestros candidatos!, hasta las nalgas tiene que andar enseñando con tal de ganar votos. por eso está mexico como esta! Si te gusta enseñar nalga dedícate a otra cosa. Si quieres ser diputada , prepárate para legislar tantos asuntos de relevancia sin atender","Jalisco, México",https://twitter.com/user/status/1388952609172639744
El martes me voy a desconocer siento,Mexico,https://twitter.com/user/status/1399147178417864704
El miércoles que entra me van a maquillar aunque siempre termino con cara de este pinche maquillaje culero haha esperemos no sea asi y me vea super colosal hahaha,México,https://twitter.com/I_mBlanca/status/1397219391201292290
"El pedo es que lo maman, y además no puedes decir que es malo, porque ya no es bueno evidentemente, porque eres un chivo de clóset jajaja... malditas mentes cerradas...","Campeche, México",https://twitter.com/user/status/1393002328266059781
El perreo hasta el piso no puede faltar nunca lo 100to,Mexico,https://twitter.com/user/status/1396654938831400960
"El PRI de #Hidalgo tiene a una feminista liderándolo y se nota. En apoyo a la lucha de millones de mujeres en #México, así luce esta noche la sede del @cdeprihidalgo ????",México,https://twitter.com/DesdeAbajo/status/1237570541797511169
El radio en el fondo: escuchamos a Pablo Alborán con... Yo: corazón de queso?!?! Mi mamá: corazón descalzo! DES-CAL-ZO! *Mi mente siempre será de gorda*,"Guadalajara, Jalisco",https://twitter.com/user/status/1392491172619239427
"El regalo que le di a mi mamá le hizo llorar, verla llorar me hace llorar así que ahí estábamos dos mujeres locas llorando en medio restaurante.","Guadalajara, Jalisco",https://twitter.com/user/status/1391447101264080897
El único dolor que me gusta sentir es el de las piernas después de una rutina modo bestia en el gym ??,"Guerrero, México",https://twitter.com/user/status/1387599302948577281
El violador eres tu,México,https://twitter.com/user/status/1398796465242267652
En facebook todavía te piden permiso para robarte post,Mexico,https://twitter.com/CigarrosDeMiel/status/1392617717417615363
"en qué momento dieron las 2am, wtf, aún necesito leer más;;.","Culiacán, Sinaloa",https://twitter.com/user/status/1397824792330375169
En que momento pasé de tener 0 conversaciones sin leer a tener muchas sin leer ?? perdón amigos,"San Carlos, Sonora",https://twitter.com/user/status/1398002701762543616
"En San Lázaro, 2 diputados tienen primaria, cinco secundaria, 10 preparatoria, 14 carreras técnicas comerciales y 18 con carrera trunca","Mineral de la Reforma, Hidalgo",https://twitter.com/AlvaroGaza/status/471407211303141378
"En su edición especial de aniversario, el @periodicoam cita un texto que escribí hace ya 13 años. Los invito a leer el texto que escribí a propósito de los 20 años del @PANLeonMx. ???? http://blog.maquio.org.mx/2008/01/cumple-pan-20-aos-en-len.html","San Miguel de Allende, Gto",https://twitter.com/user/status/1399108782739894273
"En verdad cómo cagan los provida religiosos. Se hacen los santos pero se la pasan criticando, rebajando a los demás, humillando y haciendo otras cosas que para su dios es pecado. Cagan mucho, malditos hipócritas, ah ",Ciudad de México. ,https://twitter.com/user/status/1389086526710161408
Entiendan q si subo una foto no tienen derecho a mandarme mensaje me cagan pinches hombres asquerosos extínganse,"Pachuca de Soto, Hidalgo",https://twitter.com/user/status/1389311851142422528
Entre a TikTok y salí con ganas de tener Novio helppp meeee !,Tantoyuca,https://twitter.com/user/status/1399208197811064832
Entre los pinches pagos de vida de adulto y que me encanta gastar dinero a lo pendejo me voy a quedar pobre. No mames respiras y ya se te fueron 2 mil pesos. ,"León, Gto. México",https://twitter.com/user/status/1388213284336250882
"Entre tlayudas y mojarras Teguayaca, el falso Mensías sigue la ruta del sabor. La línea 12 del metro al caraj0.",México,https://twitter.com/bta_Demian/status/1398782148266676225
"Env?o mi m?s Sinceras Felicitaciones a @gtz_jana por ser una Gran Dama, Atleta y Americanista...
Enhorabuena!!!","Jiutepec, Morelos",https://twitter.com/user/status/1372017390318391298
Era justo lo que necesitaba leer ????,"Sinaloa, México",https://twitter.com/user/status/1398451199297294337
"Eres el clásico tira mierdas qué prefiere tener en su perfil un pitó en lugar de su foto, así has de estar pinche muerto de hambre, pero aquí te topas porque a mi me encanta que me caguen el palo basuras como tu maldita sabandija culera.","Morelia, Michoacán de Ocampo",https://twitter.com/user/status/1388889464970354689
Es bonito ver la ilusión en los ojos de una persona que me gusta otra.,"Saltillo, Coahuila de Zaragoza",https://twitter.com/user/status/1390254412678025217
Es fácil pero tienes que leer un chingo ??,"Hermosillo, Sonora. ",https://twitter.com/user/status/1398474084464402434
Es hermosa y malvada ?? https://t.co/oWPFZZA3h4,Mexico DF,https://twitter.com/user/status/1396994976110755844
"Es mi primer día de las mamás oficial, el pasado estaba barrigona, pero hoy la tengo aquí, hoy entiendo mejor el amor y entrega de una mamá! A penas serán las 9 y ya recibí mensajes preciosos y solté una que otra lágrima, que bonito día!","Tenancingo, México",https://twitter.com/user/status/1391751900165414915
es q no me gusta convivir con mi familia paterna,"Ciénega de Flores, Nuevo León",https://twitter.com/user/status/1396663913672888322
Es que como que la gente es bien hipócrita últimamente y no me gusta socializar tanto,"Monterrey, Nuevo León",https://twitter.com/user/status/1389109830342914048
Es que de verdad las pinches Chivas son un meme. ME MAMAN JAJAJAJAJA https://t.co/y4xweJm7Dh,"Distrito Federal, México",https://twitter.com/user/status/1391617139153514498
"Es que no puedo creer que mis primos neta no tengan ni poquita empatía con los perritos que odian los cuetes. O sea, creen que no más ladran por no más? Creen que les gusta estar tiemble y tiemble de miedo? O creen que se ponen a destruir cosas no más por qué están aburridos ????","Jalisco, México",https://twitter.com/user/status/1389071431917613058
Es que quiero opinar pero no soy muy morena ni soy blanca pinche híbrida rosa ????,México,https://twitter.com/GemaKopitl/status/1397684599547908101
"Es un gusto compartirles que Nuevo León ya eligió votar por nuestro proyecto, en nuestro estado pronto habrá prosperidad y desarrollo. Vamos a descansar, mañana nos espera un gran día. ¡Buenas noches! #TodoVaAEstarBien ",México,https://twitter.com/AdrianDeLaGarza/status/1398830537867939841
esa no fue una decisión muy inteligente,"Durango, México",https://twitter.com/user/status/1398654667383398400
"Escuchar como los perros de mis vecinos se putean me da miedo, pero más miedo me da el vato por gritarle su esposa que es una pendeja por no poder separarlos sola, SAL DE AHI HERMANA!!!",Veracruz,https://twitter.com/user/status/1392359771337117696
Esos son los que eran más insoportables cuando eran niños,Mexico,https://twitter.com/prdtrxlrtr/status/1394104773780070407
"Espero que todo estén teniendo un bonito jueves, excepto la persona que inventó el ""corte de dama"" en las playeras... Qué te estabas pensando? Crees que nos gusta tener todo embarrado y cortito? Que no tenemos brazos? De seguro eres el mismo que inventó los jeans sin bolsillos","Monterrey, Nuevo León",https://twitter.com/user/status/1387856242111041541
Espero sanes pronto.,Mexico,https://twitter.com/CigarrosDeMiel/status/1391869302949699585
Esta babosa es el vil ejemplo de las compras innecesarias jajajaja y dice que es regalo de mi mamá por 10 de mayo ?? https://t.co/w48x11ruqC,"Torreón, México",https://twitter.com/user/status/1390494766228443141
Está chistoso ver gente encuerada jiji,Mexico,https://twitter.com/CigarrosDeMiel/status/1392680336560070657
Esta semana si o si me hago el piercing en la nariz.,Mexico,https://twitter.com/user/status/1399133112689377282
"Estaba en mi cuarto arreglando mi closet cuando salgo a la sala a ver a mi mamá y ESTABA COMIENDO MANGO SIN MI, pinche traición cabrona",Veracruz,https://twitter.com/user/status/1392663638687821824
"Estaba recordando que, cuando era niño, nos mudábamos de casa y de ciudad constantemente por el trabajo de mi papá. En todos los lugares la gente nos tenía miedo y nos hostigaba porque decían que mi mamá era bruja. Y pues sí era cierto pero qué odiosa es la gente.","Guadalajara, Jalisco",https://twitter.com/user/status/1390768498532573191
Estamos de acuerdo todas q ningún hombre vale pito y que mejor nos quedamos entre viejas? Pq yo jalo,"Monterrey, Nuevo León",https://twitter.com/user/status/1392387060078727170
Están de acuerdo de que México es nuestra casa? Y nuestra casa no nos gusta con basura verdad ? Tiremos toda la propaganda política que es mierda #tiraalabasuralapropagandapolitoca,Ciudad de México,https://twitter.com/user/status/1388853067379089417
estar crudo cada fin de semana es mi pasión,"Naucalpan de Juárez, México",https://twitter.com/user/status/1399125372684230658
"Este 28 de mayo se estreno una de las cintas más esperadas del año. #Cruella la precuela de #101Dálmatas, que explora los orígenes de la icónica y malvada villana #CruellaDeVil. Llega con buenas criticas para #EmmaStone.","Puebla, México",https://twitter.com/user/status/1398242648993894401
"Este hilo está redactado de manera informativa, señalando los errores, reconociendo los aciertos y como autor alguien especialista en el área. No se le insulta al Mr Doctor, pero ya sabemos como le gusta el papel de víctima porque el de ?? ya se desgastó de quedar a cada rato.","León, Guanajuato",https://twitter.com/user/status/1389999305096941570
Este hombre me súper congela el cerebro y me vuelve idiota y me caga... pero me encanta,Ciudad de México,https://twitter.com/user/status/1386476857042685952
"Este par de pendejos, le quieren tascar los bigotes a @potus se los va a chingar y de paso los más afectados los más pobres, sigan cabrones costales de mentiras sigan chingando a México con su comunismo filosófico.","Cuauhtémoc, Distrito Federal",https://twitter.com/user/status/1387872344450940932
Este va a ser el primer cumpleaños que no voy a recibir  llamada de mi abuelita??,Mexico,https://twitter.com/user/status/1399151322247663616
Esto de estar atrasada y tener que esforzarte más que el resto porque ya no tienes de otra no me gusta ??,"Carmen, Campeche",https://twitter.com/user/status/1389845456411320323
Esto me pasa por tonta,"Mexico, Sinaloa ",https://twitter.com/user/status/1396479966234091520
Estoy bien orgullosa de mi trabajo ?? me encanta lo que hago y más cuando intento resultados como los de hoy ??,"veracruz, Mexico",https://twitter.com/user/status/1387596791902703617
"Estoy cansada de actitudes de personas infantiles, pendejas y que le gusta hacer perder tiempo a las personas.","Zapopan, Jalisco",https://twitter.com/user/status/1390512315213258752
Estoy con el corazón bien roto y leer todos los poemas de  @jiseland me reconfortan tan bonito?,Mexico,https://twitter.com/zaturninax/status/1393762675524612098
"Estoy cuestionandome que si tener novio es un constante esperar? Por que? Siempre queremos respuestas,una pinche ansiedad que nunca la había experimentado.","Sinaloa, México",https://twitter.com/user/status/1398704141225050120
estoy en trance porque me di cuenta lo mucho que amo a Bad bunny ??????,Mexico,https://twitter.com/user/status/1393748197860904961
Estoy en un chat feminista... Broooo la vibra tan más hermosa y preciosa del planeta neta las aaaaaaaaaaaaaaamo inmensamente y ni las conozco en persona,México,https://twitter.com/AliYarethGM/status/1369466523333574664
Estoy hasta la berga de que los pinches pájaros siempre cagan mi carro????,"Monterrey, Nuevo León",https://twitter.com/user/status/1387208443514265604
Estoy seco de palabras; es tiempo de leer.,"Chihuahua, México",https://twitter.com/user/status/1396878890707079177
Ex trabajadora de Claudia la acusa de despedirla sin importar que es mamá soltera de cuatro hijas https://t.co/6aqGfBuAYo,"PUEBLA,MEXICO",https://twitter.com/user/status/1392149700552413185
"Exacto, al final es la misma jalada de siempre, no hay a quien irle, lo mejor que podemos hacer es mandar matar a TODOS los pinches politicos de una vez, seguro habrá una que otra excepción pero ni pedo. Para las próximas elecciones ya no hay por quien votar","México, DF",https://twitter.com/user/status/1387575287551045634
Excelente martes a toda su todos ustedes!!! Ustedes qué libro están leyendo ? Qué libro nos recomiendan? Me encanta este libro ya que me centro en vivir en el #presente no podemos vivir en lo que fue o lo que va a ser ..... #actitudpositiva #VamosConTodo #BuenosDiasATodos,"Hidalgo, México",https://twitter.com/pacogermanqueza/status/1321098027877175300
excelente punto el que hizo mi cara hoy,Monterrey,https://twitter.com/caxxieb/status/1393722248406736896
Extraño ir al antro a limpiar el piso con mi perreo ??,Mexico,https://twitter.com/user/status/1399084986750455812
Extraño tener tiempo de maquillarme a lo desgraciado jaja,"Pachuca de Soto, Hidalgo",https://twitter.com/LeslieGissel1/status/1359907818640465923
Familiares marchan para exigir justicia por feminicidio de Cinthia; era mamá soltera y dejó desamparado a su pequeño http://dlvr.it/RzgyCB,"Puebla, México",https://twitter.com/user/status/1393409062050562048
Favor de no antojar,Mexico,https://twitter.com/elfoforofo/status/1393578321649221632
Feliz día a todos los guerreros que le chingan día a día *Pone fotos de niños trabajando en las calles* Cuánta indolencia y creo análisis para hacer esas mierdas,"Oaxaca de Juárez, Oaxaca",https://twitter.com/user/status/1388242446186807300
Físicos...!!! Por los siglos de los siglos ????me encanta el olor de un libro ya sea nuevo o viejo...!!!,"Hidalgo, México",https://twitter.com/heidys_79/status/1289572223481569283
"Fuera de eso, es un bonito recuerdo ver a mi mamá ahí. ","Monterrey, NL, Mexico",https://twitter.com/user/status/1387837180505063426
Ganó el #CruzAzul qué sigue? ¿Yo con novio? ¿El fin del mundo?,Zapopan /arriba y a la derecha,https://twitter.com/user/status/1399208214248497156
girls es 2021 ya nadie le cree a los hombres,"Mty, Mex",https://twitter.com/user/status/1399155038371594240
"Gracias a dios no me hace falta nada, me gusta lo caro, tengo para comprarme lo que yo quiera, me gusta comer lo que yo quiera,tengo casa y me mama cañon que no tengo ni tiempo de hacer caso de cosas pendejas por tanto trabajo ????","Tenancingo, México",https://twitter.com/user/status/1389464156898840576
"Gracias a las putas cámaras que pusieron en mi casa, mi mamá se entero que me comí su pay:(","León, Guanajuato",https://twitter.com/user/status/1392312729747312644
"Gracias a mi mamá, aprendí lo que es la valentía y hacerle frente a las adversidades. Es un honor ser tu hijo.",Guadalajara Jalisco Mexico,https://twitter.com/user/status/1391758795701989376
Gracias por estar aquí no sabes cómo lo aprecio te quiero muchísimo te mando un besito y espero vengan cosas muy chidas para ti tmbn ,Mexico,https://twitter.com/monicaballero44/status/1391629100821843971
"gracias wey, si sé leer","Culiacán, Sinaloa",https://twitter.com/user/status/1398038154590969863
